Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr),Experience
Ryan Switzer,WR,North Carolina,68.0,181.0,4.51,32.0,11.0,116.0,6.77,4.0,133,4
Teez Tabor,CB,Florida,72.0,199.0,4.62,31.0,9.0,120.0,,,53,4
Cordrea Tankersley,CB,Clemson,73.0,199.0,4.4,29.5,13.0,121.0,7.0,4.32,97,3
Pita Taumoepenu,OLB,Utah,73.0,243.0,4.67,28.5,24.0,112.0,6.91,4.33,202,2
Taywan Taylor,WR,Western Kentucky,71.0,203.0,4.5,33.5,13.0,132.0,6.57,4.21,72,4
Trent Taylor,WR,Louisiana Tech,68.0,181.0,4.63,33.0,13.0,117.0,6.74,4.01,177,5
Vincent Taylor,DT,Oklahoma State,75.0,304.0,5.07,28.5,26.0,108.0,7.58,4.72,194,6
Sam Tevi,OT,Utah,77.0,311.0,5.27,26.0,15.0,107.0,7.84,4.6,190,5
Nate Theaker,OG,Wayne State (MI),77.0,315.0,5.41,27.0,23.0,105.0,7.97,4.89,0,0
Jahad Thomas,RB,Temple,70.0,190.0,4.62,32.0,11.0,116.0,,,0,0
Noel Thomas,WR,Connecticut,72.0,205.0,4.63,32.5,9.0,118.0,,,0,0
Solomon Thomas,DE,Stanford,75.0,273.0,4.69,35.0,30.0,126.0,6.95,4.28,3,6
Tedric Thompson,S,Colorado,72.0,204.0,4.6,32.5,17.0,117.0,7.11,4.36,111,5
Jack Tocho,CB,North Carolina State,72.0,202.0,4.54,35.0,21.0,125.0,,,245,1
Dalvin Tomlinson,DT,Alabama,75.0,310.0,5.19,27.0,,110.0,7.68,4.59,55,6
Jon Toth,C,Kentucky,77.0,307.0,5.51,25.5,21.0,100.0,8.09,4.84,0,2
Damarius Travis,S,Minnesota,73.0,206.0,,32.5,13.0,115.0,7.08,4.28,0,0
Mitchell Trubisky,QB,North Carolina,74.0,222.0,4.67,27.5,,116.0,6.87,4.25,2,6
Stevie Tu'Ikolovatu,DT,USC,73.0,331.0,5.45,24.5,28.0,91.0,7.83,5.0,223,2
Michael Tyson,S,Cincinnati,73.0,204.0,4.56,33.0,17.0,118.0,,,187,-1
Jerry Ugokwe,OT,William & Mary,79.0,321.0,5.61,26.0,18.0,103.0,8.35,5.17,0,0
Conrad Ukropina,K,Stanford,72.0,190.0,,,,,,,0,-1
Tanner Vallejo,ILB,Boise State,73.0,228.0,4.67,33.5,,121.0,,4.39,195,6
Eddie Vanderdoes,DT,UCLA,75.0,305.0,4.99,28.5,28.0,111.0,7.69,4.39,88,4
Justin Vogel,P,Miami (FL),76.0,219.0,4.7,34.0,,,,,0,0
Charles Walker,DT,Oklahoma,74.0,310.0,4.96,28.0,25.0,107.0,7.89,4.96,0,-1
DeMarcus Walker,DE,Florida State,76.0,280.0,,,18.0,,,,51,6
Carlos Watkins,DT,Clemson,75.0,309.0,,,25.0,,,,142,6
Deshaun Watson,QB,Clemson,74.0,221.0,4.66,32.5,,119.0,6.95,4.31,12,6
T.J. Watt,OLB,Wisconsin,76.0,252.0,4.69,37.0,21.0,128.0,6.79,4.13,30,6
Davis Webb,QB,California,77.0,229.0,4.79,33.0,,118.0,6.92,4.21,87,3
Dede Westbrook,WR,Oklahoma,72.0,178.0,,,,,,,110,6
Chad Wheeler,OT,USC,79.0,306.0,5.48,20.5,15.0,105.0,,5.01,0,3
Marquez White,CB,Florida State,72.0,194.0,4.59,36.0,,123.0,,,216,0
TreDavious White,CB,LSU,71.0,192.0,4.47,32.0,16.0,119.0,6.9,4.32,27,-1
Kermit Whitfield,WR,Florida State,68.0,185.0,4.44,32.5,8.0,120.0,7.17,4.37,0,1
Jamaal Williams,RB,BYU,72.0,212.0,4.59,30.0,,123.0,7.25,4.53,134,6
Joe Williams,RB,Utah,71.0,210.0,4.41,35.0,14.0,125.0,7.19,4.19,121,0
Marcus Williams,S,Utah,73.0,202.0,4.56,43.5,14.0,129.0,6.85,4.2,42,6
Mike Williams,WR,Clemson,76.0,218.0,,32.5,15.0,121.0,,,7,6
Stanley Williams,RB,Kentucky,67.0,190.0,4.51,36.0,18.0,121.0,6.86,4.18,0,-1
Tim Williams,OLB,Alabama,75.0,244.0,4.68,33.5,,124.0,7.36,4.57,78,4
Jordan Willis,DE,Kansas State,76.0,255.0,4.53,39.0,24.0,125.0,6.85,4.28,73,6
Howard Wilson,CB,Houston,73.0,184.0,4.57,33.5,,119.0,6.68,3.94,126,2
Jesus Wilson,WR,Florida State,69.0,189.0,4.57,,10.0,119.0,,4.57,0,-1
Quincy Wilson,CB,Florida,73.0,211.0,4.54,32.0,14.0,118.0,6.86,4.02,46,6
Ahkello Witherspoon,CB,Colorado,75.0,198.0,4.45,40.5,,127.0,6.93,4.13,66,6
Xavier Woods,S,Louisiana Tech,71.0,197.0,4.54,33.5,19.0,122.0,6.72,4.13,191,6
Chris Wormley,DT,Michigan,77.0,298.0,,,23.0,,,,74,6
Dante Pettis,WR,Washington,72.0,186.0,,,,,,,44,5
Kemoko Turay,EDGE,Rutgers,77.0,253.0,4.65,,,,,,52,5
Josh Adams,RB,Notre Dame,74.0,213.0,,,18.0,,,,0,4
Ola Adeniyi,EDGE,Toledo,74.0,248.0,4.83,31.5,26.0,,7.21,4.28,0,5
Jordan Akins,TE,Central Florida,75.0,249.0,,,,,,,98,5
Jaire Alexander,CB,Louisville,71.0,192.0,4.38,35.0,14.0,127.0,6.71,3.98,18,5
Austin Allen,QB,Arkansas,72.0,210.0,4.81,29.5,,112.0,7.18,4.48,0,-1
Brian Allen,C,Michigan State,73.0,298.0,5.34,26.5,27.0,99.0,7.81,4.71,111,3
Josh Allen,QB,Wyoming,77.0,237.0,4.75,33.5,,119.0,6.9,4.4,7,4
Marcus Allen,S,Penn State,74.0,202.0,,37.0,15.0,127.0,,4.32,148,-1
Mark Andrews,TE,Oklahoma,77.0,256.0,4.67,31.0,17.0,113.0,7.34,4.38,86,5
Troy Apke,S,Penn State,74.0,198.0,4.34,41.0,16.0,131.0,6.56,4.03,109,5
Dorance Armstrong,EDGE,Kansas,76.0,257.0,4.87,30.0,20.0,118.0,7.12,4.23,116,5
Ade Aruna,DE,Tulane,78.0,262.0,4.6,38.5,18.0,128.0,7.53,4.48,218,2
Marcell Ateman,WR,Oklahoma State,76.0,216.0,4.62,34.0,13.0,121.0,7.07,4.25,228,3
John Atkins,DT,Georgia,76.0,321.0,5.38,24.0,,89.0,7.95,4.75,0,2
Anthony Averett,CB,Alabama,72.0,185.0,4.36,31.5,13.0,119.0,6.93,4.4,118,5
Genard Avery,ILB,Memphis,73.0,248.0,4.59,36.0,26.0,124.0,6.9,4.36,150,5
Mike Badgley,K,Miami (FL),70.0,183.0,4.94,,,111.0,,,0,5
Jerome Baker,OLB,Ohio State,73.0,229.0,4.53,36.5,22.0,126.0,,,73,5
Kalen Ballage,RB,Arizona State,73.0,228.0,4.46,33.5,15.0,122.0,6.91,4.35,131,4
Saquon Barkley,RB,Penn State,72.0,233.0,4.4,41.0,29.0,,,4.24,2,5
J.T. Barrett,QB,Ohio State,73.0,224.0,4.7,30.0,,108.0,7.38,4.44,0,1
Jessie Bates,S,Wake Forest,74.0,195.0,4.5,35.5,,117.0,6.78,4.26,54,5
Marcus Baugh,TE,Ohio State,75.0,247.0,4.81,33.0,,117.0,7.28,4.51,0,2
Nick Bawden,FB,San Diego State,74.0,245.0,,,,,,,237,5
Davin Bellamy,EDGE,Georgia,77.0,255.0,,,15.0,,,,0,1
Kurt Benkert,QB,Virginia,75.0,218.0,4.95,31.0,16.0,112.0,7.15,4.33,0,2
Braxton Berrios,WR,Miami (FL),69.0,184.0,,,11.0,,,,210,5
Keishawn Bierria,ILB,Washington,74.0,230.0,4.79,30.5,21.0,117.0,7.26,,217,2
Quin Blanding,S,Virginia,74.0,215.0,4.63,31.5,,122.0,,,0,1
David Bright,OT,Stanford,77.0,307.0,,,,,,,0,-1
Drew Brown,K,Nebraska,70.0,208.0,,,,,,,0,-1
Andrew Brown,DE,Virginia,76.0,296.0,5.03,28.0,31.0,101.0,7.51,4.48,158,3
Orlando Brown,OT,Oklahoma,80.0,345.0,5.85,19.5,14.0,82.0,7.87,5.38,83,5
Tony Brown,CB,Alabama,72.0,198.0,4.35,31.5,14.0,126.0,6.78,4.11,0,4
Equanimeous St. brown,WR,Notre Dame,77.0,214.0,4.48,,20.0,,,,207,5
Taven Bryan,DT,Florida,76.0,291.0,4.98,35.0,30.0,119.0,7.12,4.48,29,5
Oren Burks,OLB,Vanderbilt,75.0,233.0,4.59,39.5,18.0,131.0,6.82,4.15,88,5
Deontay Burnett,WR,USC,72.0,186.0,,,,,,,0,2
Jason Cabinda,ILB,Penn State,73.0,239.0,,,19.0,,,,0,4
Deon Cain,WR,Clemson,74.0,202.0,4.43,33.5,11.0,115.0,6.71,4.37,185,3
Antonio Callaway,WR,Florida,71.0,200.0,4.41,34.0,,121.0,,,105,3
Chris Campbell,CB,Penn State,73.0,194.0,,,14.0,,,,0,0
Dylan Cantrell,WR,Texas Tech,75.0,226.0,4.59,38.5,18.0,130.0,6.56,4.03,191,2
Alex Cappa,OT,Humboldt State,78.0,305.0,5.39,26.5,24.0,97.0,8.04,4.84,94,5
Tanner Carew,LS,Oregon,73.0,243.0,5.0,30.0,18.0,111.0,7.26,4.28,0,-1
Daniel Carlson,K,Auburn,77.0,213.0,,,,,,,167,5
Lorenzo Carter,EDGE,Georgia,78.0,250.0,4.5,36.0,,130.0,,,66,5
Andre Chachere,CB,San Jose State,72.0,200.0,4.49,38.0,13.0,123.0,6.78,4.07,0,2
Sean Chandler,S,Temple,72.0,190.0,4.65,34.5,16.0,119.0,,4.62,0,4
D.J. Chark,WR,LSU,75.0,199.0,4.34,40.0,16.0,129.0,,,61,5
Geron Christian,OT,Louisville,77.0,298.0,5.33,,19.0,,,,74,5
Bradley Chubb,DE,North Carolina State,76.0,269.0,4.65,36.0,24.0,121.0,7.37,4.41,5,5
Nick Chubb,RB,Georgia,71.0,227.0,4.52,38.5,29.0,128.0,7.09,4.25,35,5
Jack Cichy,ILB,Wisconsin,74.0,238.0,,,18.0,,,,202,3
Will Clapp,C,LSU,76.0,311.0,5.39,29.0,25.0,97.0,8.04,4.92,245,5
Simmie Cobbs,WR,Indiana,75.0,220.0,4.64,30.0,11.0,113.0,6.7,4.32,0,0
Mason Cole,C,Michigan,76.0,307.0,5.23,23.5,23.0,104.0,7.77,4.78,97,5
Lavon Coleman,RB,Washington,71.0,215.0,4.65,33.0,23.0,120.0,,,0,0
Tyler Conklin,TE,Central Michigan,75.0,254.0,4.8,38.0,18.0,120.0,7.13,4.23,157,5
Austin Corbett,OG,Nevada,76.0,306.0,5.15,28.0,19.0,106.0,7.87,4.5,33,5
Keke Coutee,WR,Texas Tech,70.0,181.0,4.43,34.5,14.0,113.0,6.93,4.15,103,4
Chris Covington,OLB,Indiana,74.0,245.0,4.78,,23.0,,,,193,2
Justin Crawford,RB,West Virginia,71.0,199.0,4.64,33.5,11.0,122.0,,,0,-1
Tyrell Crosby,OT,Oregon,77.0,309.0,5.23,30.0,17.0,105.0,7.89,4.77,153,4
Dane Cruikshank,S,Arizona,73.0,206.0,4.41,38.5,25.0,121.0,6.89,4.24,152,5
Trevor Daniel,P,Tennessee,73.0,230.0,4.98,32.5,23.0,119.0,,,0,2
James Daniels,C,Iowa,75.0,306.0,,30.5,21.0,108.0,7.29,4.4,39,5
Sam Darnold,QB,USC,75.0,221.0,4.85,26.5,,105.0,6.96,4.4,3,5
Marcus Davenport,DE,Texas-San Antonio,78.0,264.0,4.58,33.5,22.0,124.0,7.2,4.41,14,5
Joseph Davidson,P,Bowling Green,79.0,232.0,,,,,,,0,-1
Carlton Davis,CB,Auburn,73.0,203.0,4.53,34.0,16.0,124.0,,,63,5
Duke Dawson,CB,Florida,70.0,208.0,4.46,,15.0,,,,56,4
Dee Delaney,CB,Miami (FL),73.0,194.0,4.46,32.5,13.0,120.0,6.95,4.25,0,2
Nick Deluca,OLB,North Dakota State,75.0,251.0,4.85,29.5,18.0,112.0,7.09,4.23,0,0
Jamil Demby,OG,Maine,76.0,319.0,5.58,23.5,17.0,98.0,7.86,4.95,192,2
Matt Dickerson,DE,UCLA,76.0,292.0,5.06,31.0,26.0,,,,0,4
Michael Dickson,P,Texas,74.0,208.0,,,,,,,149,5
Will Dissly,TE,Washington,76.0,262.0,4.87,28.0,15.0,111.0,7.07,4.4,120,5
Garret Dooley,EDGE,Wisconsin,75.0,248.0,4.8,33.0,21.0,121.0,,4.28,0,0
Chase Edmonds,RB,Fordham,69.0,205.0,4.55,34.0,19.0,122.0,6.79,4.07,134,5
Terrell Edmunds,S,Virginia Tech,74.0,220.0,4.47,41.5,,134.0,,,28,5
Tremaine Edmunds,LB,Virginia Tech,77.0,253.0,4.54,,19.0,117.0,,,16,5
Duke Ejiofor,DE,Wake Forest,76.0,264.0,,,,,,,177,3
Deshon Elliott,S,Texas,74.0,205.0,4.58,36.0,15.0,121.0,,,190,5
Donnie Ernsberger,RB,Western Michigan,75.0,241.0,4.78,31.0,15.0,114.0,7.09,4.34,0,0
Leighton Vander esch,ILB,Boise State,76.0,256.0,4.65,39.5,20.0,124.0,6.88,4.15,19,5
Danny Etling,QB,LSU,74.0,222.0,4.76,30.5,,114.0,7.09,4.37,219,1
Rashaan Evans,LB,Alabama,75.0,232.0,,30.0,,116.0,6.95,4.36,22,5
Brandon Facyson,CB,Virginia Tech,74.0,197.0,4.53,,16.0,,,,0,5
Luke Falk,QB,Washington State,76.0,215.0,,26.5,,103.0,,,199,2
Rashard Fant,CB,Indiana,70.0,175.0,,,,,,,0,0
Foley Fatukasi,DT,Connecticut,76.0,318.0,5.29,30.0,33.0,112.0,7.44,4.53,0,5
Riley Ferguson,QB,Memphis,75.0,212.0,4.98,29.0,,110.0,6.96,4.4,0,-1
Kylie Fitts,EDGE,Utah,76.0,263.0,4.69,32.5,31.0,117.0,6.88,4.19,181,3
Minkah Fitzpatrick,DB,Alabama,73.0,201.0,4.46,33.0,14.0,121.0,,,11,5
Quinton Flowers,QB,South Florida,70.0,214.0,4.63,,,112.0,6.81,4.57,0,0
Dimitri Flowers,RB,Oklahoma,74.0,248.0,4.83,30.5,17.0,109.0,7.45,4.53,0,0
Tre Flowers,S,Oklahoma State,75.0,200.0,4.45,34.5,18.0,122.0,,,146,5
Robert Foster,WR,Alabama,74.0,196.0,4.41,31.0,,116.0,6.9,4.2,0,4
Jarvion Franklin,RB,West. Michigan,71.0,239.0,4.63,30.0,18.0,109.0,6.93,4.31,0,-1
John Franklin-Myers,DE,Stephen F. Austin,76.0,283.0,4.75,33.0,26.0,113.0,7.36,4.48,135,5
Joshua Frazier,DT,Alabama,76.0,321.0,,,21.0,,,,246,-1
Royce Freeman,RB,Oregon,71.0,229.0,4.54,34.0,17.0,118.0,6.9,4.16,71,5
Troy Fumagalli,TE,Wisconsin,77.0,247.0,,,14.0,,,,156,5
Michael Gallup,WR,Colorado State,73.0,205.0,4.51,36.0,10.0,122.0,6.95,4.37,81,5
Nick Gates,OT,Nebraska,77.0,307.0,5.46,24.0,20.0,94.0,7.61,4.68,0,5
Rashaan Gaulden,CB,Tennessee,73.0,193.0,4.61,30.0,8.0,119.0,7.16,4.33,85,3
Mike Gesicki,TE,Penn State,77.0,247.0,4.54,41.5,22.0,129.0,6.76,4.1,42,5
Dallas Goedert,TE,South Dakota State,77.0,256.0,,,23.0,,,,49,5
Colby Gossett,OG,Appalachian State,77.0,311.0,5.2,25.0,32.0,103.0,7.6,4.83,213,3
Davon Grayson,WR,East Carolina,73.0,199.0,4.51,34.5,19.0,124.0,,,0,1
Rasheem Green,DE,USC,77.0,275.0,4.73,32.5,,118.0,7.24,4.39,79,5
Shaquem Griffin,OLB,Central Florida,73.0,227.0,4.38,,20.0,117.0,,,141,4
Derrius Guice,RB,LSU,70.0,224.0,4.49,31.5,15.0,,,,59,2
Grant Haley,CB,Penn State,69.0,190.0,4.44,34.0,15.0,119.0,6.51,3.94,0,3
Shaun dion Hamilton,ILB,Alabama,72.0,228.0,,,20.0,,,,197,4
Daesean Hamilton,WR,Penn State,73.0,203.0,,34.5,,118.0,6.84,4.15,113,5
Dashawn Hand,DE,Alabama,76.0,297.0,4.83,31.5,28.0,111.0,7.98,4.62,0,-1
Davontae Harris,CB,Illinois State,72.0,200.0,4.43,32.5,22.0,123.0,6.96,4.4,151,5
Marcell Harris,S,Florida,72.0,208.0,,,16.0,,,,184,5
Desmond Harrison,OT,West Georgia,78.0,292.0,4.9,,,,,,0,0
Ronnie Harrison,S,Alabama,75.0,214.0,,34.0,,120.0,,,93,5
Marquis Haynes,EDGE,Mississippi,75.0,235.0,4.67,32.0,23.0,123.0,7.14,4.45,136,5
Taylor Hearn,OG,Clemson,76.0,320.0,5.45,24.0,18.0,96.0,7.84,4.8,0,0
James Hearns,EDGE,Louisville,75.0,239.0,4.89,,22.0,,,,0,-1
Quadree Henderson,WR,Pittsburgh,68.0,192.0,4.5,32.5,12.0,120.0,6.89,4.28,0,2
Zaycoven Henderson,DT,Texas A&M,72.0,298.0,5.16,29.5,20.0,105.0,7.33,4.58,0,-1
Will Hernandez,OG,Texas-El Paso,74.0,327.0,5.15,24.0,37.0,104.0,7.59,4.7,34,5
Chris Herndon,TE,Miami (FL),76.0,253.0,,,21.0,,,,107,4
Kyle Hicks,RB,TCU,70.0,204.0,4.63,36.5,13.0,122.0,,,0,-1
B.J. Hill,DT,North Carolina State,76.0,311.0,4.99,26.5,35.0,101.0,7.28,4.53,69,5
Holton Hill,CB,Texas,75.0,200.0,4.49,31.0,14.0,120.0,6.83,4.15,0,4
Nyheim Hines,RB,North Carolina State,68.0,198.0,4.38,35.5,,119.0,7.18,4.35,104,5
Jeff Holland,EDGE,Auburn,74.0,249.0,4.79,,,116.0,,,0,1
Jalyn Holmes,DE,Ohio State,77.0,283.0,4.82,32.0,25.0,,,,102,5
Sam Hubbard,DE,Ohio State,77.0,270.0,,35.0,,116.0,6.84,4.32,77,5
Mike Hughes,CB,Central Florida,71.0,191.0,4.53,35.5,20.0,127.0,6.7,4.13,30,5
Hayden Hurst,TE,South Carolina,76.0,250.0,4.67,31.5,,120.0,7.19,4.37,25,5
Maurice Hurst,DT,Michigan,74.0,292.0,,,,,,,140,5
Godwin Igwebuike,S,Northwestern,72.0,205.0,4.44,35.5,19.0,128.0,6.56,4.12,0,3
Darren Carrington II,WR,Utah,74.0,199.0,,36.0,,120.0,,,0,-1
Joel Iyiegbuniwe,LB,Western Kentucky,73.0,229.0,4.6,35.0,19.0,117.0,7.06,4.28,115,5
Ryan Izzo,TE,Florida State,77.0,256.0,4.94,33.0,18.0,110.0,7.15,4.43,250,4
Darius Jackson,EDGE,Jacksonville State,75.0,242.0,4.87,26.5,21.0,113.0,7.52,,0,4
Donte Jackson,CB,LSU,71.0,175.0,4.32,,7.0,124.0,,,55,4
J.C. Jackson,CB,Maryland,71.0,193.0,4.46,35.5,14.0,120.0,,,0,5
Josh Jackson,CB,Iowa,73.0,192.0,4.56,38.0,18.0,123.0,6.86,4.03,45,5
Justin Jackson,RB,Northwestern,72.0,199.0,4.52,38.5,13.0,122.0,6.81,4.07,251,5
Lamar Jackson,QB,Louisville,74.0,216.0,,,,,,,32,5
Leon Jacobs,EDGE,Wisconsin,75.0,246.0,4.48,34.5,26.0,122.0,7.14,4.44,230,3
Natrell Jamerson,S,Wisconsin,72.0,198.0,4.4,35.5,25.0,120.0,,,164,4
Derwin James,S,Florida State,75.0,215.0,4.47,40.0,21.0,132.0,,,17,5
Richie James,WR,Middle Tennessee State,70.0,183.0,4.48,35.5,6.0,122.0,6.87,4.16,240,5
Malik Jefferson,OLB,Texas,75.0,236.0,4.52,36.0,27.0,125.0,,,78,4
Josey Jewell,ILB,Iowa,73.0,234.0,4.82,33.0,18.0,117.0,6.8,4.27,106,5
Danny Johnson,CB,Southern,70.0,185.0,4.44,35.0,15.0,123.0,,,0,5
Kerryon Johnson,RB,Auburn,71.0,213.0,,40.0,11.0,126.0,7.07,4.29,43,4
Taron Johnson,CB,Weber State,72.0,180.0,4.5,33.0,17.0,118.0,7.03,4.28,121,5
Chris Jones,CB,Nebraska,72.0,195.0,4.57,,14.0,,,,0,-1
Jamarco Jones,OT,Ohio State,76.0,299.0,5.5,24.0,,102.0,8.32,4.99,168,5
Justin Jones,DT,North Carolina State,74.0,309.0,5.09,29.0,24.0,104.0,7.82,4.74,84,5
Ronald Jones,RB,USC,71.0,205.0,4.65,36.5,,,,,38,5
Sam Jones,OG,Arizona State,77.0,305.0,5.32,27.0,28.0,101.0,7.92,4.86,183,2
Jaryd Jones-Smith,OT,Pittsburgh,78.0,317.0,5.22,27.0,16.0,109.0,8.1,4.94,0,1
Michael Joseph,CB,Dubuque,73.0,181.0,,34.0,17.0,,6.89,4.2,0,2
Peter Kalambayi,EDGE,Stanford,75.0,252.0,4.57,34.0,19.0,121.0,7.13,4.36,214,4
Joshua Kalu,S,Nebraska,73.0,195.0,4.58,41.5,17.0,134.0,,,0,4
John Kelly,RB,Tennessee,70.0,216.0,,35.0,15.0,120.0,7.13,4.51,176,2
Kameron Kelly,S,San Diego State,74.0,200.0,4.66,33.0,9.0,120.0,6.94,4.28,0,-1
Arden Key,EDGE,LSU,78.0,238.0,,31.0,,117.0,7.16,4.25,87,5
Jamarcus King,CB,South Carolina,73.0,186.0,4.7,,,,,,0,-1
Christian Kirk,WR,Texas A&M,70.0,201.0,4.47,35.5,20.0,115.0,7.09,4.45,47,5
Micah Kiser,ILB,Virginia,74.0,238.0,4.66,35.5,,121.0,7.05,4.24,147,5
Chris Lacy,WR,Oklahoma State,75.0,205.0,4.51,33.5,11.0,120.0,,,0,1
Harold Landry,EDGE,Boston Col.,75.0,252.0,4.64,36.0,24.0,119.0,6.88,4.19,41,5
Jordan Lasley,WR,UCLA,73.0,203.0,4.5,34.5,8.0,112.0,,4.19,162,0
Kyle Lauletta,QB,Richmond,75.0,222.0,4.81,31.0,,113.0,6.95,4.07,108,2
Allen Lazard,WR,Iowa State,77.0,227.0,4.55,38.0,17.0,122.0,,,0,4
Tanner Lee,QB,Nebraska,76.0,218.0,4.98,32.0,,115.0,7.0,4.41,203,0
Darius Leonard,OLB,South Carolina State,74.0,234.0,4.7,,17.0,,,,36,-1
Rick Leonard,OT,Florida State,79.0,311.0,,,19.0,,,,127,1
Tyquan Lewis,EDGE,Ohio State,75.0,265.0,,35.5,,122.0,,,64,5
Chase Litton,QB,Marshall,77.0,230.0,4.9,29.5,,106.0,7.49,4.53,0,1
James Looney,DE,California,75.0,287.0,4.89,35.5,28.0,113.0,7.32,4.37,232,2
Lowell Lotulelei,DT,Utah,74.0,315.0,,,28.0,,,,0,-1
Avonte Maddox,CB,Pittsburgh,69.0,180.0,4.39,37.0,13.0,125.0,6.51,4.0,125,5
Cole Madison,OL,Washington State,77.0,308.0,5.33,28.5,26.0,97.0,7.86,4.88,138,1
K.J. Malone,OG,LSU,76.0,303.0,5.34,29.5,15.0,103.0,,,0,-1
Tavares Martin,WR,Washington State,73.0,177.0,4.8,31.5,,,,,0,-1
Hercules Mata'afa,EDGE,Washington State,73.0,254.0,4.76,31.5,26.0,108.0,7.24,4.37,0,4
Baker Mayfield,QB,Oklahoma,73.0,215.0,4.84,29.0,,111.0,7.0,4.28,1,5
Ray-ray McCloud,WR,Clemson,69.0,190.0,4.53,34.5,13.0,113.0,,,187,5
Mike McCray,ILB,Michigan,76.0,243.0,4.76,31.5,16.0,119.0,7.09,4.25,0,-1
Kc McDermott,OG,Miami (FL),78.0,311.0,5.35,23.5,26.0,97.0,7.72,4.82,0,4
Tarvarus McFadden,CB,Florida State,74.0,198.0,4.67,38.5,,121.0,,,0,0
Mike McGlinchey,OT,Notre Dame,80.0,309.0,,28.5,24.0,105.0,,,9,5
R.J. McIntosh,DT,Miami (FL),76.0,286.0,,,,,,,139,4
Kahlil McKenzie,DT,Tennessee,77.0,314.0,5.15,29.5,26.0,105.0,7.94,4.68,198,3
Quenton Meeks,DB,Stanford,74.0,205.0,,39.0,11.0,128.0,6.72,4.23,0,2
Sony Michel,RB,Georgia,71.0,214.0,4.54,,22.0,,,4.21,31,5
Anthony Miller,WR,Memphis,71.0,201.0,,,22.0,,,,51,5
Kolton Miller,OT,UCLA,81.0,309.0,4.95,31.5,24.0,121.0,7.34,4.49,15,5
Steven Mitchell,WR,USC,70.0,189.0,4.56,32.5,13.0,121.0,6.75,4.4,0,2
Jmon Moore,WR,Missouri,75.0,207.0,4.6,38.0,21.0,120.0,6.56,4.04,0,-1
D.J. Moore,WR,Maryland,72.0,210.0,4.42,39.5,15.0,132.0,6.95,4.07,24,5
Kamrin Moore,CB,Boston Col.,71.0,200.0,,,,,,,189,-1
Skai Moore,OLB,South Carolina,74.0,226.0,4.73,36.0,,117.0,,,0,2
Ryan Nall,RB,Oregon State,74.0,232.0,4.58,33.0,15.0,122.0,6.95,4.16,0,3
Siran Neal,S,Jacksonville State,72.0,199.0,4.56,40.5,17.0,122.0,7.0,4.28,154,5
Nick Nelson,CB,Wisconsin,71.0,208.0,4.52,,17.0,123.0,,,110,2
Quenton Nelson,OG,Notre Dame,77.0,325.0,,26.5,35.0,105.0,7.65,4.62,6,5
Bilal Nichols,DT,Delaware,76.0,306.0,4.95,,29.0,,,,145,5
Parry Nickerson,CB,Tulane,72.0,180.0,4.32,,15.0,,,,179,4
Derrick Nnadi,DT,Florida State,73.0,317.0,5.38,27.0,25.0,96.0,8.15,5.02,75,5
Kendrick Norton,DT,Miami (FL),75.0,314.0,5.25,,30.0,,,,242,1
Joseph Noteboom,OT,TCU,77.0,309.0,4.96,24.0,27.0,102.0,7.65,4.44,89,-1
Uchenna Nwosu,EDGE,USC,75.0,251.0,4.65,32.0,20.0,119.0,,,48,5
Dorian O'daniel,OLB,Clemson,73.0,223.0,4.61,32.0,21.0,119.0,6.64,4.07,100,4
Brian O'neill,OT,Pittsburgh,79.0,297.0,4.82,29.5,22.0,107.0,7.14,4.5,62,5
Chukwuma Okorafor,OT,West. Michigan,78.0,320.0,5.31,23.5,19.0,102.0,7.87,4.8,92,5
Ogbonnia Okoronkwo,EDGE,Oklahoma,73.0,253.0,4.77,38.0,27.0,121.0,,,160,-1
Isaiah Oliver,CB,Colorado,73.0,190.0,4.5,,,,,,58,5
Brandon Parker,OT,North Carolina A&T,80.0,305.0,5.4,28.5,,113.0,7.82,4.68,65,5
Timon Parris,OT,Stony Brook,78.0,312.0,,,27.0,,,,0,1
Daron Payne,DT,Alabama,74.0,311.0,4.95,28.5,27.0,107.0,7.58,4.71,13,5
Rashaad Penny,RB,San Diego State,71.0,220.0,4.46,32.5,13.0,120.0,,,27,5
Kamryn Pettway,RB,Auburn,72.0,233.0,4.74,33.5,22.0,116.0,,,0,-1
Skyler Phillips,OG,Idaho State,75.0,318.0,5.1,29.0,,104.0,7.95,4.69,0,-1
Cam Phillips,WR,Virginia Tech,72.0,201.0,,,,,,,0,0
Darius Phillips,CB,West. Michigan,70.0,190.0,4.54,,,,,,170,5
Harrison Phillips,DT,Stanford,76.0,307.0,5.21,32.0,42.0,103.0,7.28,4.5,96,5
Eddy Pineiro,K,Florida,72.0,185.0,,,,,,,0,4
Billy Price,C,Ohio State,76.0,305.0,,,,,,,21,5
Byron Pringle,WR,Kansas State,73.0,203.0,4.46,33.5,15.0,120.0,6.87,4.4,0,5
Jacob Pugh,OLB,Florida State,76.0,246.0,4.65,38.5,,122.0,,,0,-1
Scott Quessenberry,C,UCLA,76.0,310.0,5.09,33.5,25.0,111.0,7.5,4.69,155,5
Trey Quinn,WR,SMU,71.0,203.0,4.55,33.5,17.0,116.0,6.91,4.19,256,3
